dim,filtration_a,filtration_b,duration_all,duration_eigs,duration_L,duration_L_up,duration_L_down,duration_sum_up_down,L_rows,betti,lambda
1,5.385,5.421,1,1,0,0,0,0,270,54,0.585787
2,5.385,5.421,2,2,0,0,0,0,309,148,0.585785
0,5.421,5.439,0,0,0,0,0,0,130,75,0.784167
1,5.421,5.439,1,1,0,0,0,0,272,54,0.585787
2,5.421,5.439,2,2,0,0,0,0,315,152,0.585786
0,5.439,5.46,0,0,0,0,0,0,130,75,0.797876
1,5.439,5.46,2,1,0,0,0,0,273,55,0.585784
2,5.439,5.46,2,2,0,0,0,0,315,152,0.585786
0,5.46,5.476,0,0,0,0,0,0,130,75,0.797992
1,5.46,5.476,1,1,0,0,0,0,274,54,0.585786
2,5.46,5.476,2,2,0,0,0,0,315,152,0.585786
0,5.476,5.482,0,0,0,0,0,0,130,75,0.812515
1,5.476,5.482,1,1,0,0,0,0,276,54,0.585785
2,5.476,5.482,2,2,0,0,0,0,327,160,0.585785
0,5.482,5.486,0,0,0,0,0,0,130,74,0.784091
1,5.482,5.486,2,1,0,0,0,0,277,55,0.585784
2,5.482,5.486,2,2,0,0,0,0,327,160,0.585785
0,5.486,5.489,0,0,0,0,0,0,130,74,0.798623
1,5.486,5.489,2,1,0,0,0,0,278,55,0.585785
2,5.486,5.489,2,2,0,0,0,0,327,160,0.585785
0,5.489,5.494,0,0,0,0,0,0,130,74,0.801953
1,5.489,5.494,2,1,0,0,0,0,279,55,0.585786
2,5.489,5.494,2,2,0,0,0,0,327,160,0.585785
0,5.494,5.498,0,0,0,0,0,0,130,74,0.835712
1,5.494,5.498,2,1,0,0,0,0,281,55,0.585785
2,5.494,5.498,2,2,0,0,0,0,333,163,0.585785
0,5.498,5.501,0,0,0,0,0,0,130,73,0.817088
1,5.498,5.501,2,1,0,0,0,0,283,57,0.585787
2,5.498,5.501,2,2,0,0,0,0,333,163,0.585785
0,5.501,5.513,0,0,0,0,0,0,130,73,0.817864
1,5.501,5.513,2,1,0,0,0,0,284,57,0.585788
2,5.501,5.513,2,2,0,0,0,0,333,163,0.585785
0,5.513,5.522,0,0,0,0,0,0,130,73,0.819423
1,5.513,5.522,2,1,0,0,0,0,285,58,0.585788
2,5.513,5.522,3,2,0,0,0,0,333,163,0.585785
0,5.522,5.528,0,0,0,0,0,0,130,73,0.819546
1,5.522,5.528,2,1,0,0,0,0,287,57,0.585787
2,5.522,5.528,2,2,0,0,0,0,339,167,0.585785
0,5.528,5.532,0,0,0,0,0,0,130,73,0.82308
1,5.528,5.532,2,1,0,0,0,0,289,57,0.585787
2,5.528,5.532,3,2,0,0,0,0,345,170,0.585788
0,5.532,5.533,0,0,0,0,0,0,130,73,0.824564
1,5.532,5.533,2,1,0,0,0,0,290,58,0.585785
2,5.532,5.533,3,2,0,0,0,0,345,170,0.585788
0,5.533,5.567,0,0,0,0,0,0,130,73,0.825743
1,5.533,5.567,2,1,0,0,0,0,292,57,0.585784
2,5.533,5.567,3,2,0,0,0,0,348,171,0.585785
0,5.567,5.569,0,0,0,0,0,0,130,72,0.802276
1,5.567,5.569,2,2,0,0,0,0,294,57,0.585788
2,5.567,5.569,3,2,0,0,0,0,351,171,0.585785
0,5.569,5.59,0,0,0,0,0,0,130,72,0.828874
1,5.569,5.59,2,1,0,0,0,0,295,57,0.585783
2,5.569,5.59,3,3,0,0,0,0,351,171,0.585785
0,5.59,5.593,0,0,0,0,0,0,130,72,0.833998
1,5.59,5.593,2,1,0,0,0,0,297,59,0.585786
2,5.59,5.593,3,2,0,0,0,0,351,171,0.585785
0,5.593,5.622,0,0,0,0,0,0,130,72,0.834823
1,5.593,5.622,2,1,0,0,0,0,298,60,0.585786
2,5.593,5.622,3,2,0,0,0,0,351,171,0.585785
0,5.622,5.625,0,0,0,0,0,0,130,71,0.815486
1,5.622,5.625,2,2,0,0,0,0,300,60,0.585783
2,5.622,5.625,3,2,0,0,0,0,357,175,0.585786
0,5.625,5.675,0,0,0,0,0,0,130,71,0.822425
1,5.625,5.675,2,2,0,0,0,0,301,60,0.585786
2,5.625,5.675,3,2,0,0,0,0,357,175,0.585786
0,5.675,5.683,0,0,0,0,0,0,130,71,0.825576
1,5.675,5.683,2,2,0,0,0,0,302,61,0.585786
2,5.675,5.683,3,2,0,0,0,0,357,175,0.585786
0,5.683,5.708,0,0,0,0,0,0,130,71,0.826893
1,5.683,5.708,2,2,0,0,0,0,303,62,0.585789
2,5.683,5.708,3,2,0,0,0,0,357,175,0.585786
0,5.708,5.721,0,0,0,0,0,0,130,70,0.826685
1,5.708,5.721,2,2,0,0,0,0,305,62,0.585786
2,5.708,5.721,3,3,0,0,0,0,363,179,0.585786
0,5.721,5.723,0,0,0,0,0,0,130,70,0.827367
1,5.721,5.723,2,2,0,0,0,0,307,63,0.585788
2,5.721,5.723,3,3,0,0,0,0,363,179,0.585786
0,5.723,5.726,0,0,0,0,0,0,130,70,0.830168
1,5.723,5.726,2,2,0,0,0,0,309,63,0.585786
2,5.723,5.726,3,3,0,0,0,0,369,183,0.585786
0,5.726,5.728,0,0,0,0,0,0,130,70,0.836087
1,5.726,5.728,2,2,0,0,0,0,311,65,0.585786
2,5.726,5.728,3,3,0,0,0,0,369,183,0.585786
0,5.728,5.743,0,0,0,0,0,0,130,70,0.837455
1,5.728,5.743,2,2,0,0,0,0,312,66,0.585786
2,5.728,5.743,3,3,0,0,0,0,369,183,0.585786
0,5.743,5.752,0,0,0,0,0,0,130,70,0.838677
1,5.743,5.752,2,2,0,0,0,0,314,66,0.585784
2,5.743,5.752,4,3,0,0,0,0,375,187,0.585786
0,5.752,5.776,0,0,0,0,0,0,130,70,0.839776
1,5.752,5.776,2,2,0,0,0,0,316,66,0.585783
2,5.752,5.776,3,3,0,0,0,0,381,191,0.585787
0,5.776,5.785,0,0,0,0,0,0,130,69,0.839121
1,5.776,5.785,2,2,0,0,0,0,318,66,0.585786
2,5.776,5.785,4,3,0,0,0,0,387,195,0.585785
0,5.785,5.805,0,0,0,0,0,0,130,69,0.843565
1,5.785,5.805,2,2,0,0,0,0,320,67,0.585785
2,5.785,5.805,4,3,0,0,0,0,387,195,0.585785
0,5.805,5.815,0,0,0,0,0,0,130,69,0.862232
1,5.805,5.815,2,2,0,0,0,0,321,68,0.585786
2,5.805,5.815,4,3,0,0,0,0,387,195,0.585785
0,5.815,5.838,0,0,0,0,0,0,130,69,0.862454
1,5.815,5.838,3,2,0,0,0,0,325,69,0.585787
2,5.815,5.838,4,3,0,0,0,0,393,199,0.585789
0,5.838,5.845,0,0,0,0,0,0,130,69,0.862521
1,5.838,5.845,2,2,0,0,0,0,327,68,0.585786
2,5.838,5.845,4,3,0,0,0,0,399,202,0.585787
0,5.845,5.848,0,0,0,0,0,0,130,68,0.843971
1,5.845,5.848,2,2,0,0,0,0,329,68,0.585789
2,5.845,5.848,4,4,0,0,0,0,405,205,0.585787
0,5.848,5.853,0,0,0,0,0,0,130,68,0.844755
1,5.848,5.853,3,2,0,0,0,0,330,68,0.585789
2,5.848,5.853,4,4,0,0,0,0,405,205,0.585787
0,5.853,5.878,0,0,0,0,0,0,130,68,0.846304
1,5.853,5.878,3,2,0,0,0,0,332,68,0.585786
2,5.853,5.878,4,4,0,0,0,0,408,206,0.585785
0,5.878,5.881,0,0,0,0,0,0,130,68,0.847009
1,5.878,5.881,3,2,0,0,0,0,333,69,0.585788
2,5.878,5.881,4,4,0,0,0,0,408,206,0.585785
0,5.881,5.885,0,0,0,0,0,0,130,68,0.847482
1,5.881,5.885,3,2,0,0,0,0,335,66,0.585789
2,5.881,5.885,4,4,0,0,0,0,411,207,0.585786
0,5.885,5.914,0,0,0,0,0,0,130,68,0.848132
1,5.885,5.914,3,2,0,0,0,0,337,66,0.585786
2,5.885,5.914,5,4,0,0,0,0,423,214,0.585787
0,5.914,5.929,0,0,0,0,0,0,130,68,0.848957
1,5.914,5.929,3,2,0,0,0,0,339,66,0.585788
2,5.914,5.929,5,4,0,0,0,0,426,215,0.585788
0,5.929,5.937,0,0,0,0,0,0,130,68,0.855035
1,5.929,5.937,3,2,0,0,0,0,341,66,0.585791
2,5.929,5.937,5,4,0,0,0,0,432,219,0.585785
0,5.937,5.948,0,0,0,0,0,0,130,68,0.855561
1,5.937,5.948,3,2,0,0,0,0,342,67,0.585788
2,5.937,5.948,5,4,0,0,0,0,432,219,0.585785
0,5.948,5.952,0,0,0,0,0,0,130,68,0.856834
1,5.948,5.952,3,2,0,0,0,0,344,66,0.585786
2,5.948,5.952,5,4,0,0,0,0,435,220,0.585785
0,5.952,5.958,0,0,0,0,0,0,130,68,0.857548
1,5.952,5.958,3,3,0,0,0,0,346,65,0.585787
2,5.952,5.958,5,4,0,0,0,0,441,223,0.585787
0,5.958,5.967,0,0,0,0,0,0,130,68,0.857952
1,5.958,5.967,3,2,0,0,0,0,348,65,0.585786
2,5.958,5.967,5,5,0,0,0,0,444,223,0.585789
0,5.967,5.97,0,0,0,0,0,0,130,68,0.85838
1,5.967,5.97,3,3,0,0,0,0,350,64,0.585786
2,5.967,5.97,5,5,0,0,0,0,450,227,0.585786
0,5.97,5.973,0,0,0,0,0,0,130,68,0.85873
1,5.97,5.973,3,3,0,0,0,0,352,64,0.585786
2,5.97,5.973,6,5,0,0,0,0,453,227,0.585785
0,5.973,5.98,0,0,0,0,0,0,130,68,0.85986
1,5.973,5.98,3,3,0,0,0,0,354,63,0.585787
2,5.973,5.98,6,5,0,0,0,0,459,231,0.585784
0,5.98,6.024,0,0,0,0,0,0,130,67,0.859621
1,5.98,6.024,3,3,0,0,0,0,356,63,0.585786
2,5.98,6.024,6,5,0,0,0,0,465,234,0.585785
0,6.024,6.087,0,0,0,0,0,0,130,67,0.859655
1,6.024,6.087,3,3,0,0,0,0,358,64,0.585784
2,6.024,6.087,6,6,0,0,0,0,465,234,0.585785
0,6.087,6.089,0,0,0,0,0,0,130,67,0.86544
1,6.087,6.089,3,3,0,0,0,0,360,64,0.585786
2,6.087,6.089,6,6,0,0,0,0,468,235,0.585783
0,6.089,6.111,0,0,0,0,0,0,130,67,0.865914
1,6.089,6.111,3,3,0,0,0,0,363,65,0.585786
2,6.089,6.111,6,6,0,0,0,0,474,239,0.585787
0,6.111,6.12,0,0,0,0,0,0,130,67,0.865919
1,6.111,6.12,3,3,0,0,0,0,365,66,0.585786
2,6.111,6.12,7,6,0,0,0,0,474,239,0.585787
0,6.12,6.124,0,0,0,0,0,0,130,67,0.867182
1,6.12,6.124,4,3,0,0,0,0,367,66,0.585784
2,6.12,6.124,7,6,0,0,0,0,480,242,0.585786
0,6.124,6.125,0,0,0,0,0,0,130,67,0.868125
1,6.124,6.125,3,3,0,0,0,0,368,66,0.585789
2,6.124,6.125,7,6,0,0,0,0,480,242,0.585786
0,6.125,6.14,0,0,0,0,0,0,130,66,0.85194
1,6.125,6.14,4,3,0,0,0,0,370,66,0.585783
2,6.125,6.14,8,7,0,0,0,0,486,245,0.585787
0,6.14,6.164,0,0,0,0,0,0,130,66,0.869694
1,6.14,6.164,3,3,0,0,0,0,371,66,0.585783
2,6.14,6.164,7,7,0,0,0,0,486,245,0.585787
0,6.164,6.166,0,0,0,0,0,0,130,66,0.872969
1,6.164,6.166,4,3,0,0,0,0,373,68,0.585784
2,6.164,6.166,7,7,0,0,0,0,486,245,0.585787
0,6.166,6.173,0,0,0,0,0,0,130,66,0.874935
1,6.166,6.173,4,3,0,0,0,0,374,69,0.585788
2,6.166,6.173,7,6,0,0,0,0,486,245,0.585787
0,6.173,6.177,0,0,0,0,0,0,130,66,0.875285
1,6.173,6.177,4,3,0,0,0,0,375,70,0.585787
2,6.173,6.177,7,6,0,0,0,0,486,245,0.585787
0,6.177,6.179,0,0,0,0,0,0,130,66,0.876038
1,6.177,6.179,3,3,0,0,0,0,377,69,0.585788
2,6.177,6.179,7,7,0,0,0,0,492,249,0.585788
0,6.179,6.188,0,0,0,0,0,0,130,65,0.861018
1,6.179,6.188,4,3,0,0,0,0,379,69,0.585788
2,6.179,6.188,8,7,0,0,0,0,498,252,0.585787
0,6.188,6.194,0,0,0,0,0,0,130,65,0.861414
1,6.188,6.194,4,4,0,0,0,0,380,69,0.585788
2,6.188,6.194,7,7,0,0,0,0,498,252,0.585787
0,6.194,6.196,0,0,0,0,0,0,130,64,0.847482
1,6.194,6.196,4,3,0,0,0,0,382,69,0.585786
2,6.194,6.196,8,7,0,0,0,0,504,256,0.585784
0,6.196,6.21,0,0,0,0,0,0,130,64,0.847825
1,6.196,6.21,4,3,0,0,0,0,383,69,0.585787
2,6.196,6.21,8,7,0,0,0,0,504,256,0.585784
0,6.21,6.216,0,0,0,0,0,0,130,64,0.852869
1,6.21,6.216,4,3,0,0,0,0,385,52,0.585787
2,6.21,6.216,7,7,0,0,0,0,507,257,0.585786
0,6.216,6.222,0,0,0,0,0,0,130,64,0.855924
1,6.216,6.222,4,3,0,0,0,0,387,52,0.585786
2,6.216,6.222,10,9,0,0,0,0,561,292,0.585784
0,6.222,6.229,0,0,0,0,0,0,130,63,0.855779
1,6.222,6.229,4,4,0,0,0,0,388,53,0.585785
2,6.222,6.229,10,9,0,0,0,0,561,292,0.585784
0,6.229,6.24,0,0,0,0,0,0,130,62,0.842922
1,6.229,6.24,4,4,0,0,0,0,390,54,0.585787
2,6.229,6.24,10,9,0,0,0,0,561,292,0.585784
0,6.24,6.272,0,0,0,0,0,0,130,62,0.843244
1,6.24,6.272,5,4,1,0,0,0,391,53,0.585783
2,6.24,6.272,10,9,0,0,0,0,561,292,0.585784
0,6.272,6.315,0,0,0,0,0,0,130,62,0.857285
1,6.272,6.315,5,4,1,0,0,0,393,53,0.585783
2,6.272,6.315,11,10,0,0,0,0,567,295,0.585786
0,6.315,6.317,0,0,0,0,0,0,130,62,0.857689
1,6.315,6.317,5,4,0,0,0,0,395,55,0.585788
2,6.315,6.317,11,10,0,0,0,0,567,295,0.585786
0,6.317,6.36,0,0,0,0,0,0,130,62,0.872071
1,6.317,6.36,5,4,0,0,0,0,397,55,0.58579
2,6.317,6.36,11,11,0,0,0,0,573,299,0.585788
0,6.36,6.385,0,0,0,0,0,0,130,62,0.872437
1,6.36,6.385,4,4,0,0,0,0,399,57,0.585785
2,6.36,6.385,11,10,0,0,0,0,573,299,0.585788
0,6.385,6.397,0,0,0,0,0,0,130,62,0.87312
1,6.385,6.397,5,4,0,0,0,0,401,56,0.585785
2,6.385,6.397,11,10,0,0,0,0,579,303,0.585785
0,6.397,6.399,0,0,0,0,0,0,130,62,0.873223
1,6.397,6.399,4,4,0,0,0,0,403,56,0.585784
2,6.397,6.399,11,11,0,0,0,0,585,306,0.585786
0,6.399,6.413,0,0,0,0,0,0,130,62,0.873741
1,6.399,6.413,5,4,0,0,0,0,405,55,0.585787
2,6.399,6.413,12,11,0,0,0,0,591,310,0.585784
0,6.413,6.431,0,0,0,0,0,0,130,61,0.859708
1,6.413,6.431,5,4,0,0,0,0,407,55,0.585787
2,6.413,6.431,12,12,0,0,0,0,594,310,0.585787
0,6.431,6.441,0,0,0,0,0,0,130,61,0.860013
1,6.431,6.441,5,4,0,0,0,0,408,55,0.585789
2,6.431,6.441,12,11,0,0,0,0,594,310,0.585787
0,6.441,6.443,0,0,0,0,0,0,130,61,0.860456
1,6.441,6.443,5,4,0,0,0,0,410,55,0.585782
2,6.441,6.443,12,11,0,0,0,0,600,314,0.585787
0,6.443,6.444,0,0,0,0,0,0,130,61,0.860793
1,6.443,6.444,5,4,0,0,0,0,411,56,0.585783
2,6.443,6.444,13,12,0,0,0,0,600,314,0.585787
0,6.444,6.464,0,0,0,0,0,0,130,61,0.862701
1,6.444,6.464,5,4,0,0,0,0,413,56,0.585785
2,6.444,6.464,14,13,0,0,0,0,606,318,0.58579
0,6.464,6.471,0,0,0,0,0,0,130,61,0.864473
1,6.464,6.471,6,5,0,0,0,0,414,56,0.585788
2,6.464,6.471,12,12,0,0,0,0,609,320,0.585784
0,6.471,6.481,0,0,0,0,0,0,130,61,0.876962
1,6.471,6.481,5,4,0,0,0,0,415,56,0.58579
2,6.471,6.481,13,12,0,0,0,0,612,322,0.585783
0,6.481,6.56,0,0,0,0,0,0,130,60,0.876752
1,6.481,6.56,5,4,0,0,0,0,417,58,0.585785
2,6.481,6.56,13,12,0,0,0,0,612,322,0.585783
0,6.56,6.564,0,0,0,0,0,0,130,60,0.877926
1,6.56,6.564,5,4,0,0,0,0,419,59,0.585784
2,6.56,6.564,13,12,0,0,0,0,612,322,0.585783
0,6.564,6.566,0,0,0,0,0,0,130,59,0.866075
1,6.564,6.566,5,4,0,0,0,0,420,59,0.58579
2,6.564,6.566,13,12,0,0,0,0,615,324,0.585786
0,6.566,6.585,0,0,0,0,0,0,130,59,0.866364
1,6.566,6.585,5,4,0,0,0,0,421,59,0.585787
2,6.566,6.585,13,12,0,0,0,0,615,324,0.585786
0,6.585,6.591,0,0,0,0,0,0,130,59,0.86669
1,6.585,6.591,6,5,1,0,0,0,423,59,0.585791
2,6.585,6.591,14,13,0,0,0,0,621,328,0.585792
0,6.591,6.594,0,0,0,0,0,0,130,59,0.869512
1,6.591,6.594,5,4,0,0,0,0,425,59,0.585789
2,6.591,6.594,14,14,0,0,0,0,627,332,0.585786
0,6.594,6.604,0,0,0,0,0,0,130,59,0.869518
1,6.594,6.604,6,5,0,0,0,0,426,57,0.585782
2,6.594,6.604,14,13,0,0,0,0,627,332,0.585786
0,6.604,6.61,0,0,0,0,0,0,130,59,0.869808
1,6.604,6.61,5,5,0,0,0,0,428,57,0.585788
2,6.604,6.61,15,14,0,0,0,0,636,336,0.58579
0,6.61,6.613,0,0,0,0,0,0,130,59,0.881531
1,6.61,6.613,6,5,0,0,0,0,430,57,0.58579
2,6.61,6.613,15,14,0,0,0,0,642,340,0.585786
0,6.613,6.63,0,0,0,0,0,0,130,58,0.881454
1,6.613,6.63,5,5,0,0,0,0,432,59,0.585789
2,6.613,6.63,15,14,0,0,0,0,642,340,0.585786
0,6.63,6.634,0,0,0,0,0,0,130,58,0.881566
1,6.63,6.634,6,5,0,0,0,0,434,60,0.585786
2,6.63,6.634,16,14,1,0,1,0,642,340,0.585786
0,6.634,6.641,0,0,0,0,0,0,130,58,0.882133
1,6.634,6.641,6,5,0,0,0,0,436,62,0.585789
2,6.634,6.641,15,14,0,0,0,0,642,340,0.585786
0,6.641,6.648,0,0,0,0,0,0,130,58,0.883132
1,6.641,6.648,6,5,0,0,0,0,437,63,0.58579
2,6.641,6.648,15,14,0,0,0,0,642,340,0.585786
0,6.648,6.649,0,0,0,0,0,0,130,58,0.883403
1,6.648,6.649,6,5,0,0,0,0,438,63,0.585791
2,6.648,6.649,16,15,1,0,1,0,645,342,0.585783
0,6.649,6.668,0,0,0,0,0,0,130,58,0.883641
1,6.649,6.668,6,5,0,0,0,0,440,63,0.585788
2,6.649,6.668,15,15,0,0,0,0,651,346,0.585783
0,6.668,6.679,0,0,0,0,0,0,130,58,0.883891
1,6.668,6.679,6,5,0,0,0,0,442,63,0.58579
2,6.668,6.679,17,16,0,0,0,0,657,350,0.585788
0,6.679,6.691,0,0,0,0,0,0,130,58,0.884358
1,6.679,6.691,6,6,0,0,0,0,444,62,0.585789
2,6.679,6.691,17,16,0,0,0,0,663,354,0.585791
0,6.691,6.711,0,0,0,0,0,0,130,58,0.884815
1,6.691,6.711,6,6,0,0,0,0,446,61,0.585788
2,6.691,6.711,17,16,0,0,0,0,666,354,0.585786
0,6.711,6.718,0,0,0,0,0,0,130,58,0.885369
1,6.711,6.718,6,5,0,0,0,0,448,61,0.58579
2,6.711,6.718,17,16,0,0,0,0,672,357,0.585786
0,6.718,6.724,0,0,0,0,0,0,130,57,0.874971
1,6.718,6.724,6,5,0,0,0,0,449,61,0.585787
2,6.718,6.724,17,16,1,0,1,0,675,359,0.585787
0,6.724,6.742,0,0,0,0,0,0,130,57,0.877626
1,6.724,6.742,6,6,0,0,0,0,452,61,0.585788
2,6.724,6.742,18,17,0,0,0,0,681,363,0.585788
0,6.742,6.765,0,0,0,0,0,0,130,57,0.891914
1,6.742,6.765,6,6,0,0,0,0,453,62,0.585788
2,6.742,6.765,17,16,0,0,0,0,681,363,0.585788
0,6.765,6.773,0,0,0,0,0,0,130,57,0.902815
1,6.765,6.773,6,6,0,0,0,0,455,64,0.585788
2,6.765,6.773,18,16,1,0,1,0,681,363,0.585788
0,6.773,6.782,0,0,0,0,0,0,130,57,0.90315
1,6.773,6.782,6,5,0,0,0,0,457,65,0.585781
2,6.773,6.782,17,16,0,0,0,0,681,363,0.585788
0,6.782,6.802,0,0,0,0,0,0,130,56,0.902978
1,6.782,6.802,6,6,0,0,0,0,459,65,0.585787
2,6.782,6.802,19,18,0,0,0,0,687,366,0.585787
0,6.802,6.808,0,0,0,0,0,0,130,56,0.913792
1,6.802,6.808,7,6,0,0,0,0,461,66,0.585787
2,6.802,6.808,18,17,0,0,0,0,687,366,0.585787
0,6.808,6.809,0,0,0,0,0,0,130,55,0.902909
1,6.808,6.809,7,6,0,0,0,0,463,68,0.58579
2,6.808,6.809,18,17,1,0,1,0,687,366,0.585787
0,6.809,6.828,0,0,0,0,0,0,130,55,0.903041
1,6.809,6.828,6,6,0,0,0,0,464,67,0.585789
2,6.809,6.828,19,18,1,0,1,0,687,366,0.585787
0,6.828,6.83,0,0,0,0,0,0,130,55,0.903208
1,6.828,6.83,7,6,0,0,0,0,466,66,0.585785
2,6.828,6.83,19,18,0,0,0,0,693,369,0.585787
0,6.83,6.833,0,0,0,0,0,0,130,54,0.893184
1,6.83,6.833,7,6,0,0,0,0,468,66,0.585785
2,6.83,6.833,19,18,0,0,0,0,699,372,0.58579
0,6.833,6.844,0,0,0,0,0,0,130,53,0.879916
1,6.833,6.844,7,6,0,0,0,0,469,66,0.585786
2,6.833,6.844,21,19,0,0,0,0,699,372,0.58579
0,6.844,6.848,0,0,0,0,0,0,130,53,0.880125
1,6.844,6.848,7,6,0,0,0,0,472,66,0.585787
2,6.844,6.848,20,19,0,0,0,0,705,376,0.585789
0,6.848,6.86,0,0,0,0,0,0,130,53,0.880516
1,6.848,6.86,7,6,0,0,0,0,474,65,0.585786
2,6.848,6.86,20,19,0,0,0,0,711,380,0.585788
0,6.86,6.88,0,0,0,0,0,0,130,53,0.881553
1,6.86,6.88,7,7,0,0,0,0,476,65,0.58579
2,6.86,6.88,21,20,0,0,0,0,717,383,0.585786
0,6.88,6.888,0,0,0,0,0,0,130,53,0.883502
1,6.88,6.888,7,6,0,0,0,0,477,65,0.58579
2,6.88,6.888,21,20,0,0,0,0,720,385,0.585789
0,6.888,6.897,0,0,0,0,0,0,130,52,0.871347
1,6.888,6.897,7,7,0,0,0,0,478,66,0.585786
2,6.888,6.897,21,20,0,0,0,0,720,385,0.585789
0,6.897,6.916,0,0,0,0,0,0,130,51,0.861805
1,6.897,6.916,8,7,1,0,0,0,479,66,0.585791
2,6.897,6.916,21,20,0,0,0,0,720,385,0.585789
0,6.916,6.92,0,0,0,0,0,0,130,51,0.862021
1,6.916,6.92,8,7,0,0,0,0,480,66,0.585787
2,6.916,6.92,20,19,0,0,0,0,720,385,0.585789
0,6.92,6.926,0,0,0,0,0,0,130,51,0.862177
1,6.92,6.926,8,7,0,0,0,0,482,65,0.585785
2,6.92,6.926,23,22,1,0,1,0,726,389,0.585787
0,6.926,6.933,0,0,0,0,0,0,130,51,0.871484
1,6.926,6.933,7,7,0,0,0,0,484,65,0.585791
2,6.926,6.933,22,20,1,0,1,0,732,392,0.585789
0,6.933,6.94,0,0,0,0,0,0,130,50,0.862208
1,6.933,6.94,8,7,0,0,0,0,486,67,0.585793
2,6.933,6.94,22,21,0,0,0,0,732,392,0.585789
0,6.94,6.96,0,0,0,0,0,0,130,50,0.862386
1,6.94,6.96,8,7,0,0,0,0,487,67,0.585792
2,6.94,6.96,22,21,0,0,0,0,732,392,0.585789
0,6.96,6.967,0,0,0,0,0,0,130,49,0.862296
1,6.96,6.967,7,7,0,0,0,0,488,68,0.585785
2,6.96,6.967,21,20,0,0,0,0,732,392,0.585789
0,6.967,6.97,0,0,0,0,0,0,130,49,0.862532
1,6.967,6.97,8,7,0,0,0,0,490,69,0.585784
2,6.967,6.97,21,21,0,0,0,0,732,392,0.585789
0,6.97,6.982,0,0,0,0,0,0,130,49,0.862681
1,6.97,6.982,8,7,0,0,0,0,492,68,0.585789
2,6.97,6.982,23,22,0,0,0,0,738,396,0.585789
0,6.982,6.984,0,0,0,0,0,0,130,48,0.862585
1,6.982,6.984,8,7,0,0,0,0,494,68,0.585786
2,6.982,6.984,22,21,1,0,1,0,744,399,0.585789
0,6.984,6.987,0,0,0,0,0,0,130,48,0.862863
1,6.984,6.987,8,7,0,0,0,0,496,69,0.58579
2,6.984,6.987,22,21,1,0,1,0,744,399,0.585789
0,6.987,6.996,0,0,0,0,0,0,130,47,0.850911
1,6.987,6.996,8,7,0,0,0,0,497,70,0.585783
2,6.987,6.996,23,21,1,0,1,0,744,399,0.585789
0,6.996,7.027,0,0,0,0,0,0,130,46,0.839654
1,6.996,7.027,8,7,0,0,0,0,498,70,0.585785
2,6.996,7.027,23,21,1,0,1,0,744,399,0.585789
0,7.027,7.03,0,0,0,0,0,0,130,45,0.834501
1,7.027,7.03,8,7,1,0,0,0,499,70,0.585788
2,7.027,7.03,23,22,1,0,1,0,744,399,0.585789
0,7.03,7.039,0,0,0,0,0,0,130,45,0.834774
1,7.03,7.039,8,7,1,0,0,0,501,71,0.585783
2,7.03,7.039,23,21,1,0,0,0,744,399,0.585789
0,7.039,7.041,0,0,0,0,0,0,130,45,0.834939
1,7.039,7.041,9,8,1,0,0,0,502,71,0.585788
2,7.039,7.041,23,22,0,0,0,0,744,399,0.585789
0,7.041,7.05,0,0,0,0,0,0,130,45,0.835171
1,7.041,7.05,8,7,1,0,0,0,504,70,0.585786
2,7.041,7.05,25,24,1,0,1,0,750,402,0.585788
0,7.05,7.062,0,0,0,0,0,0,130,45,0.835416
1,7.05,7.062,8,8,0,0,0,0,506,70,0.585787
2,7.05,7.062,24,23,1,0,1,0,756,405,0.585788
