dim,filtration_a,filtration_b,duration_all,duration_eigs,duration_L,duration_L_up,duration_L_down,duration_sum_up_down,L_rows,betti,lambda
0,7.062,7.071,0,0,0,0,0,0,130,44,0.828477
1,7.062,7.071,8,8,0,0,0,0,508,70,0.585788
2,7.062,7.071,25,24,1,0,1,0,762,409,0.585785
0,7.071,7.074,0,0,0,0,0,0,130,43,0.818936
1,7.071,7.074,9,8,0,0,0,0,510,71,0.585787
2,7.071,7.074,27,24,1,0,1,0,762,409,0.585785
0,7.074,7.084,0,0,0,0,0,0,130,43,0.83022
1,7.074,7.084,9,8,0,0,0,0,511,71,0.585787
2,7.074,7.084,25,23,1,0,1,0,762,409,0.585785
0,7.084,7.131,0,0,0,0,0,0,130,43,0.83046
1,7.084,7.131,9,8,1,0,0,0,513,72,0.585789
2,7.084,7.131,25,23,1,0,1,0,762,409,0.585785
0,7.131,7.142,0,0,0,0,0,0,130,43,0.841732
1,7.131,7.142,9,8,1,0,0,0,515,72,0.585784
2,7.131,7.142,25,24,1,0,1,0,768,412,0.585789
0,7.142,7.145,0,0,0,0,0,0,130,43,0.84294
1,7.142,7.145,10,8,1,0,0,0,517,74,0.585786
2,7.142,7.145,26,25,1,0,1,0,768,412,0.585789
0,7.145,7.177,0,0,0,0,0,0,130,43,0.843204
1,7.145,7.177,9,8,1,0,0,0,518,74,0.585789
2,7.145,7.177,26,24,1,0,1,0,771,414,0.585787
0,7.177,7.178,0,0,0,0,0,0,130,43,0.851836
1,7.177,7.178,9,8,0,0,0,0,520,74,0.585787
2,7.177,7.178,27,25,1,0,1,0,777,418,0.585784
0,7.178,7.179,0,0,0,0,0,0,130,43,0.854725
1,7.178,7.179,9,8,0,0,0,0,522,76,0.585785
2,7.178,7.179,26,24,1,0,1,0,777,418,0.585784
0,7.179,7.183,0,0,0,0,0,0,130,43,0.854738
1,7.179,7.183,9,8,1,0,0,0,523,76,0.585788
2,7.179,7.183,27,25,1,0,1,0,777,418,0.585784
0,7.183,7.186,0,0,0,0,0,0,130,43,0.855202
1,7.183,7.186,10,8,1,0,0,0,525,75,0.585791
2,7.183,7.186,27,25,1,0,1,0,780,418,0.585786
0,7.186,7.204,0,0,0,0,0,0,130,43,0.85541
1,7.186,7.204,9,8,0,0,0,0,527,74,0.585783
2,7.186,7.204,28,26,1,0,1,0,783,418,0.585784
0,7.204,7.218,0,0,0,0,0,0,130,43,0.855642
1,7.204,7.218,9,8,0,0,0,0,529,71,0.585791
2,7.204,7.218,28,26,1,0,1,0,789,421,0.58579
0,7.218,7.221,0,0,0,0,0,0,130,42,0.847059
1,7.218,7.221,10,9,0,0,0,0,533,71,0.585785
2,7.218,7.221,29,27,1,0,1,0,804,429,0.585784
0,7.221,7.222,0,0,0,0,0,0,130,41,0.847155
1,7.221,7.222,10,9,0,0,0,0,534,70,0.585787
2,7.221,7.222,30,28,1,0,1,0,804,429,0.585784
0,7.222,7.224,0,0,0,0,0,0,130,40,0.839172
1,7.222,7.224,10,9,1,0,0,0,538,71,0.585787
2,7.222,7.224,30,28,1,0,1,0,810,432,0.585786
0,7.224,7.237,0,0,0,0,0,0,130,39,0.839145
1,7.224,7.237,10,9,0,0,0,0,539,71,0.585786
2,7.224,7.237,31,29,1,0,1,0,810,432,0.585786
0,7.237,7.247,0,0,0,0,0,0,130,39,0.851407
1,7.237,7.247,10,9,1,0,0,0,541,72,0.585787
2,7.237,7.247,31,29,1,0,1,0,810,432,0.585786
0,7.247,7.25,0,0,0,0,0,0,130,38,0.843754
1,7.247,7.25,11,9,1,0,0,0,544,75,0.58579
2,7.247,7.25,32,29,2,0,2,0,810,432,0.585786
0,7.25,7.254,0,0,0,0,0,0,130,38,0.844949
1,7.25,7.254,11,9,1,0,0,0,545,75,0.585789
2,7.25,7.254,34,32,2,0,2,0,810,432,0.585786
0,7.254,7.256,0,0,0,0,0,0,130,38,0.853177
1,7.254,7.256,11,10,1,0,0,0,546,76,0.585785
2,7.254,7.256,31,29,1,0,1,0,810,432,0.585786
0,7.256,7.284,0,0,0,0,0,0,130,37,0.853124
1,7.256,7.284,11,10,1,0,0,0,548,78,0.585783
2,7.256,7.284,30,28,1,0,1,0,810,432,0.585786
0,7.284,7.295,0,0,0,0,0,0,130,36,0.85312
1,7.284,7.295,11,10,1,0,0,0,550,79,0.585789
2,7.284,7.295,31,30,1,0,1,0,810,432,0.585786
0,7.295,7.308,0,0,0,0,0,0,130,35,0.853065
1,7.295,7.308,11,10,1,0,0,0,552,80,0.585786
2,7.295,7.308,31,29,1,0,1,0,810,432,0.585786
0,7.308,7.325,0,0,0,0,0,0,130,35,0.853283
1,7.308,7.325,11,10,1,0,0,0,554,81,0.585788
2,7.308,7.325,31,29,2,0,2,0,810,432,0.585786
0,7.325,7.344,0,0,0,0,0,0,130,35,0.855289
1,7.325,7.344,12,10,1,0,0,0,556,81,0.585788
2,7.325,7.344,31,29,1,0,1,0,816,436,0.585789
0,7.344,7.351,0,0,0,0,0,0,130,35,0.855798
1,7.344,7.351,11,10,0,0,0,0,557,81,0.585787
2,7.344,7.351,32,30,1,0,1,0,816,436,0.585789
0,7.351,7.37,0,0,0,0,0,0,130,35,0.855869
1,7.351,7.37,12,10,1,0,0,0,559,81,0.585786
2,7.351,7.37,34,31,2,0,2,0,822,439,0.585787
0,7.37,7.38,0,0,0,0,0,0,130,35,0.85624
1,7.37,7.38,11,10,1,0,0,0,561,80,0.585786
2,7.37,7.38,32,30,1,0,1,0,825,440,0.585788
0,7.38,7.405,0,0,0,0,0,0,130,34,0.856239
1,7.38,7.405,12,10,1,0,0,0,563,80,0.585783
2,7.38,7.405,33,31,1,0,1,0,831,443,0.585788
0,7.405,7.406,0,0,0,0,0,0,130,34,0.856482
1,7.405,7.406,12,11,0,0,0,0,565,81,0.585784
2,7.405,7.406,33,31,1,0,1,0,831,443,0.585788
0,7.406,7.41,0,0,0,0,0,0,130,34,0.857819
1,7.406,7.41,12,10,1,0,0,0,567,81,0.585786
2,7.406,7.41,35,33,1,0,1,0,837,447,0.585787
0,7.41,7.421,0,0,0,0,0,0,130,34,0.865827
1,7.41,7.421,12,11,1,0,0,0,568,81,0.585786
2,7.41,7.421,33,31,1,0,1,0,840,449,0.585786
0,7.421,7.443,0,0,0,0,0,0,130,33,0.858242
1,7.421,7.443,12,11,0,0,0,0,570,83,0.585788
2,7.421,7.443,33,31,1,0,1,0,840,449,0.585786
0,7.443,7.445,0,0,0,0,0,0,130,33,0.859469
1,7.443,7.445,12,11,1,0,0,0,571,83,0.585789
2,7.443,7.445,33,31,1,0,1,0,840,449,0.585786
0,7.445,7.453,0,0,0,0,0,0,130,33,0.859674
1,7.445,7.453,12,11,1,0,0,0,572,83,0.585788
2,7.445,7.453,39,38,1,0,1,0,843,451,0.585788
0,7.453,7.461,0,0,0,0,0,0,130,32,0.867163
1,7.453,7.461,12,11,1,0,0,0,574,83,0.585786
2,7.453,7.461,34,32,1,0,1,0,849,455,0.585789
0,7.461,7.462,0,0,0,0,0,0,130,32,0.867342
1,7.461,7.462,12,11,1,0,0,0,578,86,0.585789
2,7.461,7.462,34,32,1,0,1,0,849,455,0.585789
0,7.462,7.481,0,0,0,0,0,0,130,31,0.857916
1,7.462,7.481,13,11,1,0,0,0,580,86,0.585787
2,7.462,7.481,35,34,1,0,1,0,855,458,0.000107336
0,7.481,7.489,0,0,0,0,0,0,130,31,0.857994
1,7.481,7.489,13,12,1,0,0,0,583,85,0.585785
2,7.481,7.489,36,34,1,0,1,0,861,462,0.000137867
0,7.489,7.497,0,0,0,0,0,0,130,31,0.868571
1,7.489,7.497,13,11,1,0,0,0,585,85,0.585788
2,7.489,7.497,38,36,1,0,1,0,867,466,0.58579
0,7.497,7.498,0,0,0,0,0,0,130,31,0.869545
1,7.497,7.498,16,14,1,0,0,0,587,87,0.585791
2,7.497,7.498,38,35,2,0,2,0,867,466,0.58579
0,7.498,7.5,0,0,0,0,0,0,130,31,0.869674
1,7.498,7.5,14,12,1,1,0,0,588,86,0.585789
2,7.498,7.5,43,41,2,0,2,0,870,468,0.585787
0,7.5,7.509,0,0,0,0,0,0,130,30,0.860208
1,7.5,7.509,13,12,0,0,0,0,590,86,0.585793
2,7.5,7.509,37,35,1,0,1,0,876,471,0.585789
0,7.509,7.513,0,0,0,0,0,0,130,30,0.8604
1,7.509,7.513,14,12,1,0,0,0,591,86,0.58579
2,7.509,7.513,37,35,1,0,1,0,876,471,0.585789
0,7.513,7.519,0,0,0,0,0,0,130,30,0.867779
1,7.513,7.519,13,12,1,0,0,0,593,86,0.585788
2,7.513,7.519,39,37,2,0,2,0,882,475,0.585795
0,7.519,7.536,0,0,0,0,0,0,130,29,0.867917
1,7.519,7.536,13,12,1,0,0,0,595,88,0.586999
2,7.519,7.536,39,36,1,0,1,0,882,475,0.585795
0,7.536,7.537,0,0,0,0,0,0,130,29,0.8683
1,7.536,7.537,14,12,1,0,0,0,599,88,0.587006
2,7.536,7.537,40,37,2,0,2,0,888,479,0.587006
0,7.537,7.551,0,0,0,0,0,0,130,28,0.86819
1,7.537,7.551,13,12,1,0,0,0,601,88,0.585786
2,7.537,7.551,38,37,1,0,1,0,891,479,0.58579
0,7.551,7.554,0,0,0,0,0,0,130,28,0.868365
1,7.551,7.554,14,13,1,0,0,0,603,89,0.585792
2,7.551,7.554,39,37,1,0,1,0,891,479,0.58579
0,7.554,7.564,0,0,0,0,0,0,130,28,0.868374
1,7.554,7.564,15,13,1,1,0,0,605,89,0.585796
2,7.554,7.564,41,38,2,0,2,0,897,483,0.58579
0,7.564,7.567,0,0,0,0,0,0,130,28,0.870694
1,7.564,7.567,15,13,1,0,0,0,607,89,0.585792
2,7.564,7.567,45,43,1,0,1,0,903,487,0.585785
0,7.567,7.574,0,0,0,0,0,0,130,28,0.870851
1,7.567,7.574,14,13,1,0,0,0,608,90,0.585787
2,7.567,7.574,43,40,2,0,2,0,903,487,0.585785
0,7.574,7.576,0,0,0,0,0,0,130,28,0.87129
1,7.574,7.576,15,13,1,1,0,0,610,90,0.58579
2,7.574,7.576,43,41,2,0,2,0,909,491,0.585791
0,7.576,7.583,0,0,0,0,0,0,130,28,0.881597
1,7.576,7.583,14,13,1,0,0,0,611,90,0.585793
2,7.576,7.583,42,39,3,0,3,0,912,493,0.585785
0,7.583,7.589,0,0,0,0,0,0,130,27,0.872477
1,7.583,7.589,15,13,1,0,0,0,613,92,0.585789
2,7.583,7.589,42,40,1,0,1,0,912,493,0.585785
0,7.589,7.59,0,0,0,0,0,0,130,26,0.865103
1,7.589,7.59,15,13,1,0,0,0,614,92,0.585788
2,7.589,7.59,41,39,1,0,1,0,912,493,0.585785
0,7.59,7.596,0,0,0,0,0,0,130,26,0.865398
1,7.59,7.596,15,14,1,0,0,0,615,91,0.585784
2,7.59,7.596,41,39,1,0,1,0,912,493,0.585785
0,7.596,7.602,0,0,0,0,0,0,130,26,0.872579
1,7.596,7.602,15,13,1,0,0,0,617,91,0.585787
2,7.596,7.602,44,41,2,0,2,0,918,496,0.585792
0,7.602,7.604,0,0,0,0,0,0,130,26,0.87392
1,7.602,7.604,15,14,1,0,0,0,619,93,0.58579
2,7.602,7.604,44,42,2,0,2,0,918,496,0.585792
0,7.604,7.606,0,0,0,0,0,0,130,26,0.883827
1,7.604,7.606,15,14,1,0,0,0,620,94,0.585789
2,7.604,7.606,44,41,2,0,1,0,918,496,0.585792
0,7.606,7.608,0,0,0,0,0,0,130,26,0.883823
1,7.606,7.608,16,14,1,0,0,0,622,96,0.585787
2,7.606,7.608,45,42,3,0,3,0,918,496,0.585792
0,7.608,7.618,0,0,0,0,0,0,130,25,0.875014
1,7.608,7.618,15,13,1,0,0,0,624,98,0.585795
2,7.608,7.618,45,43,2,0,2,0,918,496,0.585792
0,7.618,7.619,0,0,0,0,0,0,130,25,0.8753
1,7.618,7.619,16,14,1,0,0,0,625,97,0.585791
2,7.618,7.619,44,41,2,0,2,0,918,496,0.585792
0,7.619,7.631,0,0,0,0,0,0,130,24,0.866903
1,7.619,7.631,15,14,1,0,0,0,627,97,0.585788
2,7.619,7.631,44,41,2,0,2,0,924,499,0.585793
0,7.631,7.638,0,0,0,0,0,0,130,23,0.866578
1,7.631,7.638,16,14,1,0,0,0,628,97,0.585788
2,7.631,7.638,44,42,2,0,2,0,924,499,0.585793
0,7.638,7.647,0,0,0,0,0,0,130,23,0.867243
1,7.638,7.647,17,15,1,0,1,0,630,98,0.585793
2,7.638,7.647,44,41,2,0,2,0,924,499,0.585793
0,7.647,7.649,0,0,0,0,0,0,130,23,0.867536
1,7.647,7.649,17,15,1,0,1,0,631,97,0.585792
2,7.647,7.649,44,42,2,0,2,0,927,501,0.585785
0,7.649,7.652,0,0,0,0,0,0,130,23,0.867608
1,7.649,7.652,16,14,1,0,0,0,633,97,0.585788
2,7.649,7.652,47,45,1,0,1,0,933,504,0.585788
0,7.652,7.658,0,0,0,0,0,0,130,23,0.874945
1,7.652,7.658,16,14,1,0,0,0,635,97,0.585793
2,7.652,7.658,48,45,2,0,2,0,939,507,0.000121589
0,7.658,7.659,0,0,0,0,0,0,130,23,0.875431
1,7.658,7.659,16,15,1,0,0,0,637,99,0.585789
2,7.658,7.659,46,43,2,0,2,0,939,507,0.000121589
0,7.659,7.676,0,0,0,0,0,0,130,22,0.87677
1,7.659,7.676,17,15,1,1,0,0,638,99,0.585789
2,7.659,7.676,48,45,2,0,2,0,942,509,0.00011942
0,7.676,7.678,0,0,0,0,0,0,130,21,0.869028
1,7.676,7.678,17,16,1,0,0,0,641,100,0.585786
2,7.676,7.678,49,46,2,0,2,0,942,509,0.00011942
0,7.678,7.682,0,0,0,0,0,0,130,21,0.869216
1,7.678,7.682,17,15,1,0,0,0,644,100,0.58579
2,7.678,7.682,48,45,2,0,2,0,948,513,0.585786
0,7.682,7.686,0,0,0,0,0,0,130,20,0.861543
1,7.682,7.686,17,16,1,0,0,0,646,100,0.585788
2,7.682,7.686,49,47,2,0,2,0,954,517,0.585793
0,7.686,7.687,0,0,0,0,0,0,130,19,0.853923
1,7.686,7.687,17,16,1,0,0,0,647,100,0.585788
2,7.686,7.687,50,47,2,0,2,0,954,517,0.585793
0,7.687,7.689,0,0,0,0,0,0,130,19,0.85555
1,7.687,7.689,18,16,1,1,0,0,648,100,0.585789
2,7.687,7.689,51,48,3,0,3,0,954,517,0.585793
0,7.689,7.695,0,0,0,0,0,0,130,19,0.855719
1,7.689,7.695,18,15,2,1,0,0,649,100,0.585792
2,7.689,7.695,48,46,1,0,1,0,954,517,0.585793
0,7.695,7.702,0,0,0,0,0,0,130,19,0.856288
1,7.695,7.702,18,15,2,1,0,0,651,100,0.585783
2,7.695,7.702,48,45,3,0,3,0,960,520,0.585784
0,7.702,7.704,0,0,0,0,0,0,130,19,0.856453
1,7.702,7.704,18,16,1,0,0,0,652,100,0.58579
2,7.702,7.704,49,47,1,0,1,0,963,522,0.585787
0,7.704,7.71,0,0,0,0,0,0,130,18,0.85626
1,7.704,7.71,18,17,1,0,0,0,654,100,0.585788
2,7.704,7.71,49,47,1,0,1,0,969,526,0.585789
0,7.71,7.727,0,0,0,0,0,0,130,17,0.856065
1,7.71,7.727,18,16,1,0,0,0,656,101,0.58579
2,7.71,7.727,51,48,2,0,2,0,969,526,0.585789
0,7.727,7.738,0,0,0,0,0,0,130,16,0.848716
1,7.727,7.738,18,17,1,0,0,0,658,102,0.585791
2,7.727,7.738,50,47,2,0,2,0,969,526,0.585789
0,7.738,7.743,0,0,0,0,0,0,130,15,0.848147
1,7.738,7.743,17,16,1,0,0,0,659,102,0.585788
2,7.738,7.743,48,46,2,0,2,0,969,526,0.585789
0,7.743,7.744,0,0,0,0,0,0,130,15,0.848404
1,7.743,7.744,18,17,1,0,0,0,661,102,0.585785
2,7.743,7.744,51,49,2,0,2,0,969,526,0.585789
0,7.744,7.747,0,0,0,0,0,0,130,14,0.841761
1,7.744,7.747,19,17,1,0,0,0,663,102,0.58579
2,7.744,7.747,50,48,2,0,2,0,972,526,0.585789
0,7.747,7.75,0,0,0,0,0,0,130,13,0.834801
1,7.747,7.75,18,16,1,0,0,0,665,102,0.585788
2,7.747,7.75,52,50,2,0,2,0,975,528,0.585784
0,7.75,7.751,0,0,0,0,0,0,130,12,0.827875
1,7.75,7.751,19,17,1,0,0,0,666,102,0.585786
2,7.75,7.751,52,49,2,0,2,0,975,528,0.585784
0,7.751,7.762,0,0,0,0,0,0,130,12,0.82788
1,7.751,7.762,18,17,1,0,0,0,667,102,0.585787
2,7.751,7.762,51,48,2,0,2,0,975,528,0.585784
0,7.762,7.765,0,0,0,0,0,0,130,12,0.836542
1,7.762,7.765,19,17,1,0,0,0,669,104,0.585786
2,7.762,7.765,50,48,1,0,1,0,975,528,0.585784
0,7.765,7.774,0,0,0,0,0,0,130,11,0.836343
1,7.765,7.774,19,17,1,0,0,0,671,106,0.585785
2,7.765,7.774,51,49,1,0,1,0,975,528,0.585784
0,7.774,7.787,0,0,0,0,0,0,130,11,0.836433
1,7.774,7.787,19,17,1,0,0,0,673,106,0.585791
2,7.774,7.787,53,51,2,0,2,0,975,528,0.585784
0,7.787,7.788,0,0,0,0,0,0,130,11,0.842945
1,7.787,7.788,19,17,1,0,0,0,675,103,0.585784
2,7.787,7.788,52,49,2,0,2,0,978,528,0.585784
0,7.788,7.793,0,0,0,0,0,0,130,11,0.851743
1,7.788,7.793,19,17,1,0,0,0,681,105,0.585791
2,7.788,7.793,55,52,2,0,2,0,996,539,0.58579
0,7.793,7.795,0,0,0,0,0,0,130,11,0.852228
1,7.793,7.795,21,20,1,0,0,0,683,107,0.585791
2,7.793,7.795,55,52,2,0,2,0,996,539,0.58579
0,7.795,7.797,0,0,0,0,0,0,130,11,0.85223
1,7.795,7.797,20,18,1,0,0,0,684,107,0.585786
2,7.795,7.797,57,54,2,0,2,0,999,541,0.585788
0,7.797,7.8,0,0,0,0,0,0,130,11,0.852435
1,7.797,7.8,20,19,1,0,0,0,685,108,0.585787
2,7.797,7.8,55,53,2,0,2,0,999,541,0.585788
0,7.8,7.806,0,0,0,0,0,0,130,11,0.855105
1,7.8,7.806,20,18,1,0,0,0,687,108,0.585791
2,7.8,7.806,58,56,2,0,2,0,1005,544,0.000100413
0,7.806,7.807,0,0,0,0,0,0,130,11,0.855378
1,7.806,7.807,21,19,2,0,0,0,688,109,0.585786
2,7.806,7.807,59,57,2,0,2,0,1005,544,0.000100413
0,7.807,7.812,0,0,0,0,0,0,130,10,0.854927
1,7.807,7.812,21,19,1,0,0,0,690,111,0.585788
2,7.807,7.812,64,60,4,0,4,0,1005,544,0.000100413
0,7.812,7.823,0,0,0,0,0,0,130,9,0.848024
1,7.812,7.823,22,19,2,0,1,0,692,112,0.585788
2,7.812,7.823,58,54,3,0,3,0,1005,544,0.000100413
0,7.823,7.83,0,0,0,0,0,0,130,8,0.847491
1,7.823,7.83,20,19,1,0,0,0,693,112,0.58579
2,7.823,7.83,57,55,2,0,2,0,1005,544,0.000100413
0,7.83,7.844,0,0,0,0,0,0,130,8,0.847634
1,7.83,7.844,23,21,1,0,0,0,695,112,0.585787
2,7.83,7.844,56,54,2,0,2,0,1005,544,0.000100413
0,7.844,7.845,0,0,0,0,0,0,130,8,0.84783
1,7.844,7.845,21,19,1,0,0,0,697,112,0.58579
2,7.844,7.845,57,54,2,0,2,0,1011,548,0.585788
0,7.845,7.85,0,0,0,0,0,0,130,8,0.850582
1,7.845,7.85,21,19,2,0,0,0,699,112,0.585782
2,7.845,7.85,56,54,2,0,2,0,1017,551,0.00014212
0,7.85,7.862,0,0,0,0,0,0,130,7,0.844033
1,7.85,7.862,21,19,1,0,0,0,700,113,0.585788
2,7.85,7.862,58,55,3,0,3,0,1017,551,0.00014212
0,7.862,7.866,0,0,0,0,0,0,130,7,0.850394
1,7.862,7.866,21,19,1,0,0,0,701,113,0.585789
2,7.862,7.866,59,56,3,0,3,0,1017,551,0.00014212
0,7.866,7.87,0,0,0,0,0,0,130,7,0.856798
1,7.866,7.87,21,19,2,0,1,0,703,115,0.585785
2,7.866,7.87,58,55,2,0,2,0,1017,551,0.00014212
0,7.87,7.876,0,0,0,0,0,0,130,7,0.857129
1,7.87,7.876,21,19,1,0,0,0,705,116,0.585784
2,7.87,7.876,57,55,2,0,2,0,1017,551,0.00014212
0,7.876,7.884,0,0,0,0,0,0,130,7,0.857542
1,7.876,7.884,22,19,2,0,1,0,707,116,0.585785
2,7.876,7.884,58,56,2,0,2,0,1020,551,0.00012622
0,7.884,7.885,0,0,0,0,0,0,130,7,0.857736
1,7.884,7.885,22,21,1,0,0,0,709,118,0.585784
2,7.884,7.885,60,57,2,0,2,0,1020,551,0.00012622
0,7.885,7.89,0,0,0,0,0,0,130,7,0.858109
1,7.885,7.89,23,20,2,0,0,0,711,118,0.585785
2,7.885,7.89,61,59,2,0,2,0,1026,556,0.585789
0,7.89,7.897,0,0,0,0,0,0,130,6,0.857529
1,7.89,7.897,21,19,2,0,0,0,713,120,0.585788
2,7.89,7.897,61,59,1,0,1,0,1026,556,0.585789
0,7.897,7.902,0,0,0,0,0,0,130,6,0.865892
1,7.897,7.902,21,19,1,0,0,0,715,121,0.585787
2,7.897,7.902,61,58,2,0,2,0,1026,556,0.585789
0,7.902,7.906,0,0,0,0,0,0,130,6,0.868724
1,7.902,7.906,22,20,1,0,0,0,717,123,0.585785
2,7.902,7.906,63,60,2,0,2,0,1026,556,0.585789
0,7.906,7.908,0,0,0,0,0,0,130,6,0.870784
1,7.906,7.908,22,21,1,0,0,0,718,124,0.585788
2,7.906,7.908,63,60,3,0,3,0,1026,556,0.585789
0,7.908,7.927,0,0,0,0,0,0,130,6,0.870929
1,7.908,7.927,22,20,2,0,0,0,719,125,0.585789
2,7.908,7.927,64,60,3,0,3,0,1026,556,0.585789
0,7.927,7.931,0,0,0,0,0,0,130,6,0.870988
1,7.927,7.931,22,20,1,0,0,0,721,125,0.585786
2,7.927,7.931,61,57,3,0,3,0,1032,559,0.000106753
0,7.931,7.938,0,0,0,0,0,0,130,6,0.871251
1,7.931,7.938,23,21,1,0,0,0,722,125,0.585786
2,7.931,7.938,62,59,2,0,2,0,1032,559,0.000106753
0,7.938,7.944,0,0,0,0,0,0,130,6,0.871685
1,7.938,7.944,23,21,2,0,1,0,724,123,0.585782
2,7.938,7.944,67,64,2,0,2,0,1038,563,0.585792
0,7.944,7.945,0,0,0,0,0,0,130,5,0.864212
1,7.944,7.945,23,21,1,0,0,0,728,123,0.585787
2,7.944,7.945,67,64,3,0,3,0,1050,569,0.585787
0,7.945,7.948,0,0,0,0,0,0,130,5,0.864386
1,7.945,7.948,23,21,1,0,0,0,729,123,0.585788
2,7.945,7.948,67,65,2,0,2,0,1050,569,0.585787
0,7.948,7.95,0,0,0,0,0,0,130,4,0.857293
1,7.948,7.95,23,21,2,0,1,0,731,123,0.585785
2,7.948,7.95,67,64,2,0,2,0,1056,573,0.585785
0,7.95,7.951,0,0,0,0,0,0,130,3,0.856955
1,7.95,7.951,24,22,2,0,0,0,732,123,0.585788
2,7.95,7.951,75,72,3,0,3,0,1056,573,0.585785
0,7.951,7.952,0,0,0,0,0,0,130,3,0.859382
1,7.951,7.952,25,22,2,1,1,0,734,124,0.58579
2,7.951,7.952,66,63,2,0,2,0,1056,573,0.585785
0,7.952,7.953,0,0,0,0,0,0,130,3,0.85963
1,7.952,7.953,24,22,2,1,1,0,735,125,0.585786
2,7.952,7.953,69,64,3,0,3,0,1056,573,0.585785
0,7.953,7.96,0,0,0,0,0,0,130,2,0.852818
1,7.953,7.96,24,22,2,1,0,0,737,127,0.585786
2,7.953,7.96,68,65,3,0,3,0,1056,573,0.585785
0,7.96,7.964,0,0,0,0,0,0,130,2,0.854181
1,7.96,7.964,27,24,2,1,0,0,738,127,0.585785
2,7.96,7.964,66,63,3,0,3,0,1056,573,0.585785
0,7.964,7.966,0,0,0,0,0,0,130,2,0.861482
1,7.964,7.966,25,23,2,1,0,0,739,128,0.585787
2,7.964,7.966,66,62,3,0,3,0,1056,573,0.585785
0,7.966,7.967,0,0,0,0,0,0,130,2,0.862858
1,7.966,7.967,26,23,2,1,0,0,741,130,0.585792
2,7.966,7.967,67,63,3,0,3,0,1056,573,0.585785
0,7.967,7.975,0,0,0,0,0,0,130,2,0.863113
1,7.967,7.975,27,24,3,1,1,0,742,130,0.585785
2,7.967,7.975,66,62,3,0,3,0,1056,573,0.585785
0,7.975,7.976,0,0,0,0,0,0,130,2,0.864196
1,7.975,7.976,26,23,2,1,1,0,744,130,0.58579
2,7.975,7.976,72,68,3,0,3,0,1062,574,0.000111492
0,7.976,7.978,0,0,0,0,0,0,130,2,0.864387
1,7.976,7.978,25,23,2,0,0,0,745,130,0.585789
2,7.976,7.978,71,67,3,0,3,0,1062,574,0.000111492
0,7.978,7.979,0,0,0,0,0,0,130,2,0.86456
1,7.978,7.979,26,23,2,1,1,0,747,130,0.585782
2,7.978,7.979,70,67,3,0,3,0,1068,578,0.000119609
0,7.979,7.981,0,0,0,0,0,0,130,1,0.857645
1,7.979,7.981,27,24,2,0,1,0,749,130,0.585791
2,7.979,7.981,73,70,2,0,2,0,1074,582,0.000168447
0,7.981,7.996,0,0,0,0,0,0,130,1,0.859237
1,7.981,7.996,26,24,2,0,0,0,750,130,0.585785
2,7.981,7.996,71,67,3,0,3,0,1074,582,0.000168447
0,7.996,7.996,0,0,0,0,0,0,130,1,0.859237
1,7.996,7.996,26,24,2,0,1,0,751,131,0.585786
2,7.996,7.996,72,69,2,0,2,0,1074,582,0.000168447
